,country,date,vaccine,total_vaccinations
515,Bulgaria,2021-06-18,Johnson&Johnson,25928
516,Bulgaria,2021-06-18,Moderna,216421
517,Bulgaria,2021-06-18,Oxford/AstraZeneca,467870
518,Bulgaria,2021-06-18,Pfizer/BioNTech,949706
519,Bulgaria,2021-06-25,Johnson&Johnson,33099
520,Bulgaria,2021-06-25,Moderna,225728
521,Bulgaria,2021-06-25,Oxford/AstraZeneca,470990
522,Bulgaria,2021-06-25,Pfizer/BioNTech,997114
523,Bulgaria,2021-07-02,Johnson&Johnson,39994
524,Bulgaria,2021-07-02,Moderna,234047
525,Bulgaria,2021-07-02,Oxford/AstraZeneca,472860
526,Bulgaria,2021-07-02,Pfizer/BioNTech,1042927
527,Bulgaria,2021-07-09,Johnson&Johnson,48424
528,Bulgaria,2021-07-09,Moderna,241862
529,Bulgaria,2021-07-09,Oxford/AstraZeneca,474021
530,Bulgaria,2021-07-09,Pfizer/BioNTech,1086383
531,Bulgaria,2021-07-16,Johnson&Johnson,58430
532,Bulgaria,2021-07-16,Moderna,247955
533,Bulgaria,2021-07-16,Oxford/AstraZeneca,474812
534,Bulgaria,2021-07-16,Pfizer/BioNTech,1127926
535,Bulgaria,2021-07-23,Johnson&Johnson,68108
536,Bulgaria,2021-07-23,Moderna,252761
537,Bulgaria,2021-07-23,Oxford/AstraZeneca,475720
538,Bulgaria,2021-07-23,Pfizer/BioNTech,1167720
539,Bulgaria,2021-07-30,Johnson&Johnson,78440
540,Bulgaria,2021-07-30,Moderna,258066
541,Bulgaria,2021-07-30,Oxford/AstraZeneca,476371
542,Bulgaria,2021-07-30,Pfizer/BioNTech,1212406
543,Bulgaria,2021-08-06,Johnson&Johnson,89960
544,Bulgaria,2021-08-06,Moderna,263844
545,Bulgaria,2021-08-06,Oxford/AstraZeneca,476700
546,Bulgaria,2021-08-06,Pfizer/BioNTech,1256750
547,Bulgaria,2021-08-13,Johnson&Johnson,102550
548,Bulgaria,2021-08-13,Moderna,269269
549,Bulgaria,2021-08-13,Oxford/AstraZeneca,477025
550,Bulgaria,2021-08-13,Pfizer/BioNTech,1298259
551,Bulgaria,2021-08-20,Johnson&Johnson,116845
552,Bulgaria,2021-08-20,Moderna,274596
553,Bulgaria,2021-08-20,Oxford/AstraZeneca,477363
554,Bulgaria,2021-08-20,Pfizer/BioNTech,1341032
555,Bulgaria,2021-08-27,Johnson&Johnson,133004
556,Bulgaria,2021-08-27,Moderna,280188
557,Bulgaria,2021-08-27,Oxford/AstraZeneca,477659
558,Bulgaria,2021-08-27,Pfizer/BioNTech,1387124
559,Bulgaria,2021-09-03,Johnson&Johnson,149767
560,Bulgaria,2021-09-03,Moderna,285738
561,Bulgaria,2021-09-03,Oxford/AstraZeneca,477825
562,Bulgaria,2021-09-03,Pfizer/BioNTech,1428817
563,Bulgaria,2021-09-10,Johnson&Johnson,162888
564,Bulgaria,2021-09-10,Moderna,290164
565,Bulgaria,2021-09-10,Oxford/AstraZeneca,477891
566,Bulgaria,2021-09-10,Pfizer/BioNTech,1463273
567,Bulgaria,2021-09-17,Johnson&Johnson,175977
568,Bulgaria,2021-09-17,Moderna,294725
569,Bulgaria,2021-09-17,Oxford/AstraZeneca,478020
570,Bulgaria,2021-09-17,Pfizer/BioNTech,1499714
571,Bulgaria,2021-09-24,Johnson&Johnson,185864
572,Bulgaria,2021-09-24,Moderna,298370
573,Bulgaria,2021-09-24,Oxford/AstraZeneca,478112
574,Bulgaria,2021-09-24,Pfizer/BioNTech,1529744
575,Bulgaria,2021-10-01,Johnson&Johnson,195779
576,Bulgaria,2021-10-01,Moderna,302017
577,Bulgaria,2021-10-01,Oxford/AstraZeneca,478260
578,Bulgaria,2021-10-01,Pfizer/BioNTech,1556626
579,Bulgaria,2021-10-08,Johnson&Johnson,203802
580,Bulgaria,2021-10-08,Moderna,304864
581,Bulgaria,2021-10-08,Oxford/AstraZeneca,478299
582,Bulgaria,2021-10-08,Pfizer/BioNTech,1583273
583,Bulgaria,2021-10-15,Johnson&Johnson,213919
584,Bulgaria,2021-10-15,Moderna,308052
585,Bulgaria,2021-10-15,Oxford/AstraZeneca,478334
586,Bulgaria,2021-10-15,Pfizer/BioNTech,1608862
587,Bulgaria,2021-10-22,Johnson&Johnson,255344
588,Bulgaria,2021-10-22,Moderna,314462
589,Bulgaria,2021-10-22,Oxford/AstraZeneca,478387
590,Bulgaria,2021-10-22,Pfizer/BioNTech,1659437
591,Bulgaria,2021-10-29,Johnson&Johnson,312725
592,Bulgaria,2021-10-29,Moderna,323462
593,Bulgaria,2021-10-29,Oxford/AstraZeneca,478451
594,Bulgaria,2021-10-29,Pfizer/BioNTech,1723130
595,Bulgaria,2021-11-05,Johnson&Johnson,353200
596,Bulgaria,2021-11-05,Moderna,331756
597,Bulgaria,2021-11-05,Oxford/AstraZeneca,478451
598,Bulgaria,2021-11-05,Pfizer/BioNTech,1778060
599,Bulgaria,2021-11-12,Johnson&Johnson,378993
600,Bulgaria,2021-11-12,Moderna,339378
601,Bulgaria,2021-11-12,Oxford/AstraZeneca,478451
602,Bulgaria,2021-11-12,Pfizer/BioNTech,1847335
603,Bulgaria,2021-11-19,Johnson&Johnson,399274
604,Bulgaria,2021-11-19,Moderna,349392
605,Bulgaria,2021-11-19,Oxford/AstraZeneca,478451
606,Bulgaria,2021-11-19,Pfizer/BioNTech,1930995
607,Bulgaria,2021-11-26,Johnson&Johnson,417210
608,Bulgaria,2021-11-26,Moderna,362442
609,Bulgaria,2021-11-26,Oxford/AstraZeneca,478451
610,Bulgaria,2021-11-26,Pfizer/BioNTech,2007124
611,Bulgaria,2021-12-03,Johnson&Johnson,430624
612,Bulgaria,2021-12-03,Moderna,375936
613,Bulgaria,2021-12-03,Oxford/AstraZeneca,478451
614,Bulgaria,2021-12-03,Pfizer/BioNTech,2083692
615,Bulgaria,2021-12-10,Johnson&Johnson,441016
616,Bulgaria,2021-12-10,Moderna,387864
617,Bulgaria,2021-12-10,Oxford/AstraZeneca,478451
618,Bulgaria,2021-12-10,Pfizer/BioNTech,2153709
619,Bulgaria,2021-12-17,Johnson&Johnson,450768
620,Bulgaria,2021-12-17,Moderna,399861
621,Bulgaria,2021-12-17,Oxford/AstraZeneca,478451
622,Bulgaria,2021-12-17,Pfizer/BioNTech,2224572
623,Bulgaria,2021-12-24,Johnson&Johnson,460003
624,Bulgaria,2021-12-24,Moderna,407732
625,Bulgaria,2021-12-24,Oxford/AstraZeneca,478451
626,Bulgaria,2021-12-24,Pfizer/BioNTech,2274429
627,Bulgaria,2021-12-31,Johnson&Johnson,465744
628,Bulgaria,2021-12-31,Moderna,413494
629,Bulgaria,2021-12-31,Oxford/AstraZeneca,478451
630,Bulgaria,2021-12-31,Pfizer/BioNTech,2307659
631,Bulgaria,2022-01-07,Johnson&Johnson,475109
632,Bulgaria,2022-01-07,Moderna,435496
633,Bulgaria,2022-01-07,Oxford/AstraZeneca,478451
634,Bulgaria,2022-01-07,Pfizer/BioNTech,2432255
635,Bulgaria,2022-01-14,Johnson&Johnson,485843
636,Bulgaria,2022-01-14,Moderna,457083
637,Bulgaria,2022-01-14,Oxford/AstraZeneca,478464
638,Bulgaria,2022-01-14,Pfizer/BioNTech,2555977
639,Bulgaria,2022-01-18,Johnson&Johnson,488776
640,Bulgaria,2022-01-18,Moderna,457083
641,Bulgaria,2022-01-18,Oxford/AstraZeneca,478464
642,Bulgaria,2022-01-18,Pfizer/BioNTech,2555977
643,Chile,2020-12-24,Pfizer/BioNTech,420
644,Chile,2020-12-25,Pfizer/BioNTech,5199
645,Chile,2020-12-26,Pfizer/BioNTech,8339
646,Chile,2020-12-27,Pfizer/BioNTech,8648
647,Chile,2020-12-28,Pfizer/BioNTech,8648
648,Chile,2020-12-29,Pfizer/BioNTech,8648
649,Chile,2020-12-30,Pfizer/BioNTech,8648
650,Chile,2020-12-31,Pfizer/BioNTech,8648
651,Chile,2021-01-01,Pfizer/BioNTech,8648
652,Chile,2021-01-02,Pfizer/BioNTech,8648
653,Chile,2021-01-03,Pfizer/BioNTech,8648
654,Chile,2021-01-04,Pfizer/BioNTech,9053
655,Chile,2021-01-05,Pfizer/BioNTech,10496
656,Chile,2021-01-06,Pfizer/BioNTech,10701
657,Chile,2021-01-07,Pfizer/BioNTech,10701
658,Chile,2021-01-08,Pfizer/BioNTech,10702
659,Chile,2021-01-09,Pfizer/BioNTech,10702
660,Chile,2021-01-10,Pfizer/BioNTech,10703
661,Chile,2021-01-11,Pfizer/BioNTech,10703
662,Chile,2021-01-12,Pfizer/BioNTech,10703
663,Chile,2021-01-13,Pfizer/BioNTech,11736
664,Chile,2021-01-14,Pfizer/BioNTech,18653
665,Chile,2021-01-15,Pfizer/BioNTech,22084
666,Chile,2021-01-16,Pfizer/BioNTech,22174
667,Chile,2021-01-17,Pfizer/BioNTech,22174
668,Chile,2021-01-18,Pfizer/BioNTech,33225
669,Chile,2021-01-19,Pfizer/BioNTech,52592
670,Chile,2021-01-20,Pfizer/BioNTech,61901
671,Chile,2021-01-21,Pfizer/BioNTech,64957
672,Chile,2021-01-22,Pfizer/BioNTech,65372
673,Chile,2021-01-23,Pfizer/BioNTech,65372
674,Chile,2021-01-24,Pfizer/BioNTech,65372
675,Chile,2021-01-25,Pfizer/BioNTech,66792
676,Chile,2021-01-26,Pfizer/BioNTech,67406
677,Chile,2021-01-27,Pfizer/BioNTech,67441
678,Chile,2021-01-28,Pfizer/BioNTech,67441
679,Chile,2021-01-29,Pfizer/BioNTech,67446
680,Chile,2021-01-30,Pfizer/BioNTech,67447
681,Chile,2021-01-31,Pfizer/BioNTech,67448
682,Chile,2021-02-01,Pfizer/BioNTech,67449
683,Chile,2021-02-02,Pfizer/BioNTech,67456
684,Chile,2021-02-02,Sinovac,13189
685,Chile,2021-02-03,Pfizer/BioNTech,67459
686,Chile,2021-02-03,Sinovac,183576
687,Chile,2021-02-04,Pfizer/BioNTech,69589
688,Chile,2021-02-04,Sinovac,357608
689,Chile,2021-02-05,Pfizer/BioNTech,70278
690,Chile,2021-02-05,Sinovac,526435
691,Chile,2021-02-06,Pfizer/BioNTech,70284
692,Chile,2021-02-06,Sinovac,554289
693,Chile,2021-02-07,Pfizer/BioNTech,70286
694,Chile,2021-02-07,Sinovac,562928
695,Chile,2021-02-08,Pfizer/BioNTech,82090
696,Chile,2021-02-08,Sinovac,784427
697,Chile,2021-02-09,Pfizer/BioNTech,101575
698,Chile,2021-02-09,Sinovac,1026855
699,Chile,2021-02-10,Pfizer/BioNTech,110024
700,Chile,2021-02-10,Sinovac,1299209
701,Chile,2021-02-11,Pfizer/BioNTech,113100
702,Chile,2021-02-11,Sinovac,1550435
703,Chile,2021-02-12,Pfizer/BioNTech,113460
704,Chile,2021-02-12,Sinovac,1779571
705,Chile,2021-02-13,Pfizer/BioNTech,113493
706,Chile,2021-02-13,Sinovac,1809102
707,Chile,2021-02-14,Pfizer/BioNTech,113493
708,Chile,2021-02-14,Sinovac,1813570
709,Chile,2021-02-15,Pfizer/BioNTech,113495
710,Chile,2021-02-15,Sinovac,2079457
711,Chile,2021-02-16,Pfizer/BioNTech,113508
712,Chile,2021-02-16,Sinovac,2299544
713,Chile,2021-02-17,Pfizer/BioNTech,113508
714,Chile,2021-02-17,Sinovac,2487604
715,Chile,2021-02-18,Pfizer/BioNTech,113511
716,Chile,2021-02-18,Sinovac,2642888
717,Chile,2021-02-19,Pfizer/BioNTech,113512
718,Chile,2021-02-19,Sinovac,2785035
719,Chile,2021-02-20,Pfizer/BioNTech,113514
720,Chile,2021-02-20,Sinovac,2794674
721,Chile,2021-02-21,Pfizer/BioNTech,113514
722,Chile,2021-02-21,Sinovac,2795836
723,Chile,2021-02-22,Pfizer/BioNTech,125613
724,Chile,2021-02-22,Sinovac,2891881
725,Chile,2021-02-23,Pfizer/BioNTech,150460
726,Chile,2021-02-23,Sinovac,2961292
727,Chile,2021-02-24,Pfizer/BioNTech,178983
728,Chile,2021-02-24,Sinovac,3019056
729,Chile,2021-02-25,Pfizer/BioNTech,212703
730,Chile,2021-02-25,Sinovac,3071427
731,Chile,2021-02-26,Pfizer/BioNTech,242438
732,Chile,2021-02-26,Sinovac,3120093
733,Chile,2021-02-27,Pfizer/BioNTech,248764
734,Chile,2021-02-27,Sinovac,3123815
735,Chile,2021-02-28,Pfizer/BioNTech,248766
736,Chile,2021-02-28,Sinovac,3124168
737,Chile,2021-03-01,Pfizer/BioNTech,263669
738,Chile,2021-03-01,Sinovac,3246852
739,Chile,2021-03-02,Pfizer/BioNTech,294593
740,Chile,2021-03-02,Sinovac,3387314
741,Chile,2021-03-03,Pfizer/BioNTech,313169
742,Chile,2021-03-03,Sinovac,3680745
743,Chile,2021-03-04,Pfizer/BioNTech,322285
744,Chile,2021-03-04,Sinovac,3982280
745,Chile,2021-03-05,Pfizer/BioNTech,328043
746,Chile,2021-03-05,Sinovac,4274529
747,Chile,2021-03-06,Pfizer/BioNTech,328388
748,Chile,2021-03-06,Sinovac,4307976
749,Chile,2021-03-07,Pfizer/BioNTech,328496
750,Chile,2021-03-07,Sinovac,4315836
751,Chile,2021-03-08,Pfizer/BioNTech,341097
752,Chile,2021-03-08,Sinovac,4654014
753,Chile,2021-03-09,Pfizer/BioNTech,378689
754,Chile,2021-03-09,Sinovac,4993083
755,Chile,2021-03-10,Pfizer/BioNTech,420308
756,Chile,2021-03-10,Sinovac,5352943
757,Chile,2021-03-11,Pfizer/BioNTech,466056
758,Chile,2021-03-11,Sinovac,5724388
759,Chile,2021-03-12,Pfizer/BioNTech,483473
760,Chile,2021-03-12,Sinovac,6081473
761,Chile,2021-03-13,Pfizer/BioNTech,484026
762,Chile,2021-03-13,Sinovac,6131404
763,Chile,2021-03-14,Pfizer/BioNTech,484026
764,Chile,2021-03-14,Sinovac,6137993
765,Chile,2021-03-15,Pfizer/BioNTech,507961
766,Chile,2021-03-15,Sinovac,6544514
767,Chile,2021-03-16,Pfizer/BioNTech,561519
768,Chile,2021-03-16,Sinovac,6901348
769,Chile,2021-03-17,Pfizer/BioNTech,617073
770,Chile,2021-03-17,Sinovac,7213224
771,Chile,2021-03-18,Pfizer/BioNTech,666733
772,Chile,2021-03-18,Sinovac,7498686
773,Chile,2021-03-19,Pfizer/BioNTech,689917
774,Chile,2021-03-19,Sinovac,7770232
775,Chile,2021-03-20,Pfizer/BioNTech,691838
776,Chile,2021-03-20,Sinovac,7802519
777,Chile,2021-03-21,Pfizer/BioNTech,691848
778,Chile,2021-03-21,Sinovac,7806534
779,Chile,2021-03-22,Pfizer/BioNTech,727952
780,Chile,2021-03-22,Sinovac,8039283
781,Chile,2021-03-23,Pfizer/BioNTech,787902
782,Chile,2021-03-23,Sinovac,8220332
783,Chile,2021-03-24,Pfizer/BioNTech,840820
784,Chile,2021-03-24,Sinovac,8386577
785,Chile,2021-03-25,Pfizer/BioNTech,895433
786,Chile,2021-03-25,Sinovac,8544737
787,Chile,2021-03-26,Pfizer/BioNTech,933881
788,Chile,2021-03-26,Sinovac,8724072
789,Chile,2021-03-27,Pfizer/BioNTech,935917
790,Chile,2021-03-27,Sinovac,8737734
791,Chile,2021-03-28,Pfizer/BioNTech,935917
792,Chile,2021-03-28,Sinovac,8739127
793,Chile,2021-03-29,Pfizer/BioNTech,957985
794,Chile,2021-03-29,Sinovac,8983942
795,Chile,2021-03-30,Pfizer/BioNTech,1015504
796,Chile,2021-03-30,Sinovac,9205203
797,Chile,2021-03-31,Pfizer/BioNTech,1061696
798,Chile,2021-03-31,Sinovac,9439477
799,Chile,2021-04-01,Pfizer/BioNTech,1085501
800,Chile,2021-04-01,Sinovac,9719145
801,Chile,2021-04-02,Pfizer/BioNTech,1085728
802,Chile,2021-04-02,Sinovac,9725967
803,Chile,2021-04-03,Pfizer/BioNTech,1085921
804,Chile,2021-04-03,Sinovac,9729003
805,Chile,2021-04-04,Pfizer/BioNTech,1085925
806,Chile,2021-04-04,Sinovac,9730125
807,Chile,2021-04-05,Pfizer/BioNTech,1117097
808,Chile,2021-04-05,Sinovac,9983930
809,Chile,2021-04-06,Pfizer/BioNTech,1199916
810,Chile,2021-04-06,Sinovac,10141055
811,Chile,2021-04-07,Pfizer/BioNTech,1289224
812,Chile,2021-04-07,Sinovac,10285132
813,Chile,2021-04-08,Pfizer/BioNTech,1367531
814,Chile,2021-04-08,Sinovac,10446479
815,Chile,2021-04-09,Pfizer/BioNTech,1416805
816,Chile,2021-04-09,Sinovac,10616250
817,Chile,2021-04-10,Pfizer/BioNTech,1424640
818,Chile,2021-04-10,Sinovac,10634460
819,Chile,2021-04-11,Pfizer/BioNTech,1425146
820,Chile,2021-04-11,Sinovac,10636408
821,Chile,2021-04-12,Pfizer/BioNTech,1489973
822,Chile,2021-04-12,Sinovac,10808780
823,Chile,2021-04-13,Pfizer/BioNTech,1578241
824,Chile,2021-04-13,Sinovac,10955960
825,Chile,2021-04-14,Pfizer/BioNTech,1667817
826,Chile,2021-04-14,Sinovac,11096037
827,Chile,2021-04-15,Pfizer/BioNTech,1735899
828,Chile,2021-04-15,Sinovac,11235281
829,Chile,2021-04-16,Pfizer/BioNTech,1786679
830,Chile,2021-04-16,Sinovac,11378859
831,Chile,2021-04-17,Pfizer/BioNTech,1792611
832,Chile,2021-04-17,Sinovac,11395228
833,Chile,2021-04-18,Pfizer/BioNTech,1793291
834,Chile,2021-04-18,Sinovac,11397191
835,Chile,2021-04-19,Pfizer/BioNTech,1817360
836,Chile,2021-04-19,Sinovac,11568345
837,Chile,2021-04-20,Pfizer/BioNTech,1861873
838,Chile,2021-04-20,Sinovac,11713328
839,Chile,2021-04-21,Pfizer/BioNTech,1907961
840,Chile,2021-04-21,Sinovac,11844934
841,Chile,2021-04-22,Pfizer/BioNTech,1955114
842,Chile,2021-04-22,Sinovac,11998609
843,Chile,2021-04-23,Pfizer/BioNTech,1984122
844,Chile,2021-04-23,Sinovac,12153344
845,Chile,2021-04-24,Pfizer/BioNTech,1986522
846,Chile,2021-04-24,Sinovac,12168641
847,Chile,2021-04-25,Pfizer/BioNTech,1986524
848,Chile,2021-04-25,Sinovac,12169684
849,Chile,2021-04-26,Pfizer/BioNTech,2031922
850,Chile,2021-04-26,Sinovac,12321148
851,Chile,2021-04-27,Pfizer/BioNTech,2095822
852,Chile,2021-04-27,Sinovac,12428889
853,Chile,2021-04-28,Oxford/AstraZeneca,3607
854,Chile,2021-04-28,Pfizer/BioNTech,2150723
855,Chile,2021-04-28,Sinovac,12539628
856,Chile,2021-04-29,Oxford/AstraZeneca,10152
857,Chile,2021-04-29,Pfizer/BioNTech,2183317
858,Chile,2021-04-29,Sinovac,12656031
859,Chile,2021-04-30,Oxford/AstraZeneca,23881
860,Chile,2021-04-30,Pfizer/BioNTech,2214386
861,Chile,2021-04-30,Sinovac,12699169
862,Chile,2021-05-01,Oxford/AstraZeneca,24167
863,Chile,2021-05-01,Pfizer/BioNTech,2215562
864,Chile,2021-05-01,Sinovac,12700008
865,Chile,2021-05-02,Oxford/AstraZeneca,24349
866,Chile,2021-05-02,Pfizer/BioNTech,2215954
867,Chile,2021-05-02,Sinovac,12700899
868,Chile,2021-05-03,Oxford/AstraZeneca,44448
869,Chile,2021-05-03,Pfizer/BioNTech,2239877
870,Chile,2021-05-03,Sinovac,12808880
871,Chile,2021-05-04,Oxford/AstraZeneca,61221
872,Chile,2021-05-04,Pfizer/BioNTech,2286065
873,Chile,2021-05-04,Sinovac,12915706
874,Chile,2021-05-05,Oxford/AstraZeneca,71049
875,Chile,2021-05-05,Pfizer/BioNTech,2334680
876,Chile,2021-05-05,Sinovac,13032542
877,Chile,2021-05-06,Oxford/AstraZeneca,78266
878,Chile,2021-05-06,Pfizer/BioNTech,2375602
879,Chile,2021-05-06,Sinovac,13142783
880,Chile,2021-05-07,Oxford/AstraZeneca,82413
881,Chile,2021-05-07,Pfizer/BioNTech,2409639
882,Chile,2021-05-07,Sinovac,13252653
883,Chile,2021-05-08,Oxford/AstraZeneca,83083
884,Chile,2021-05-08,Pfizer/BioNTech,2415380
885,Chile,2021-05-08,Sinovac,13271844
886,Chile,2021-05-09,Oxford/AstraZeneca,83153
887,Chile,2021-05-09,Pfizer/BioNTech,2415446
888,Chile,2021-05-09,Sinovac,13273116
889,Chile,2021-05-10,Oxford/AstraZeneca,86109
890,Chile,2021-05-10,Pfizer/BioNTech,2454997
891,Chile,2021-05-10,Sinovac,13404464
892,Chile,2021-05-11,Oxford/AstraZeneca,88090
893,Chile,2021-05-11,Pfizer/BioNTech,2521211
894,Chile,2021-05-11,Sinovac,13529126
895,Chile,2021-05-12,Oxford/AstraZeneca,89758
896,Chile,2021-05-12,Pfizer/BioNTech,2580729
897,Chile,2021-05-12,Sinovac,13651387
898,Chile,2021-05-13,Oxford/AstraZeneca,90310
899,Chile,2021-05-13,Pfizer/BioNTech,2628693
900,Chile,2021-05-13,Sinovac,13760627
901,Chile,2021-05-14,Oxford/AstraZeneca,90553
902,Chile,2021-05-14,Pfizer/BioNTech,2673654
903,Chile,2021-05-14,Sinovac,13874978
904,Chile,2021-05-15,Oxford/AstraZeneca,90593
905,Chile,2021-05-15,Pfizer/BioNTech,2673949
906,Chile,2021-05-15,Sinovac,13876104
907,Chile,2021-05-16,Oxford/AstraZeneca,90593
908,Chile,2021-05-16,Pfizer/BioNTech,2674034
909,Chile,2021-05-16,Sinovac,13876460
910,Chile,2021-05-17,Oxford/AstraZeneca,90888
911,Chile,2021-05-17,Pfizer/BioNTech,2727453
912,Chile,2021-05-17,Sinovac,13994528
913,Chile,2021-05-18,Oxford/AstraZeneca,92318
914,Chile,2021-05-18,Pfizer/BioNTech,2806172
915,Chile,2021-05-18,Sinovac,14098296
916,Chile,2021-05-19,Oxford/AstraZeneca,98837
917,Chile,2021-05-19,Pfizer/BioNTech,2885766
918,Chile,2021-05-19,Sinovac,14179276
919,Chile,2021-05-20,Oxford/AstraZeneca,105556
920,Chile,2021-05-20,Pfizer/BioNTech,2956811
921,Chile,2021-05-20,Sinovac,14293477
922,Chile,2021-05-21,Oxford/AstraZeneca,105627
923,Chile,2021-05-21,Pfizer/BioNTech,2963866
924,Chile,2021-05-21,Sinovac,14296026
925,Chile,2021-05-22,Oxford/AstraZeneca,106120
926,Chile,2021-05-22,Pfizer/BioNTech,2976504
927,Chile,2021-05-22,Sinovac,14316047
928,Chile,2021-05-23,Oxford/AstraZeneca,106140
929,Chile,2021-05-23,Pfizer/BioNTech,2977634
930,Chile,2021-05-23,Sinovac,14319184
931,Chile,2021-05-24,Oxford/AstraZeneca,118552
932,Chile,2021-05-24,Pfizer/BioNTech,3051932
933,Chile,2021-05-24,Sinovac,14469601
934,Chile,2021-05-25,Oxford/AstraZeneca,136128
935,Chile,2021-05-25,Pfizer/BioNTech,3163464
936,Chile,2021-05-25,Sinovac,14587395
937,Chile,2021-05-26,Oxford/AstraZeneca,161516
938,Chile,2021-05-26,Pfizer/BioNTech,3237693
939,Chile,2021-05-26,Sinovac,14716908
940,Chile,2021-05-27,Oxford/AstraZeneca,195452
941,Chile,2021-05-27,Pfizer/BioNTech,3294455
942,Chile,2021-05-27,Sinovac,14829518
943,Chile,2021-05-28,Oxford/AstraZeneca,227557
944,Chile,2021-05-28,Pfizer/BioNTech,3342545
945,Chile,2021-05-28,Sinovac,14935761
946,Chile,2021-05-29,Oxford/AstraZeneca,236001
947,Chile,2021-05-29,Pfizer/BioNTech,3354810
948,Chile,2021-05-29,Sinovac,14962448
949,Chile,2021-05-30,Oxford/AstraZeneca,237395
950,Chile,2021-05-30,Pfizer/BioNTech,3356371
951,Chile,2021-05-30,Sinovac,14969589
952,Chile,2021-05-31,CanSino,74
953,Chile,2021-05-31,Oxford/AstraZeneca,281196
954,Chile,2021-05-31,Pfizer/BioNTech,3424549
955,Chile,2021-05-31,Sinovac,15073344
956,Chile,2021-06-01,CanSino,10467
957,Chile,2021-06-01,Oxford/AstraZeneca,326613
958,Chile,2021-06-01,Pfizer/BioNTech,3527955
959,Chile,2021-06-01,Sinovac,15135701
960,Chile,2021-06-02,CanSino,33800
961,Chile,2021-06-02,Oxford/AstraZeneca,359102
962,Chile,2021-06-02,Pfizer/BioNTech,3608079
963,Chile,2021-06-02,Sinovac,15204079
964,Chile,2021-06-03,CanSino,73428
965,Chile,2021-06-03,Oxford/AstraZeneca,361448
966,Chile,2021-06-03,Pfizer/BioNTech,3655664
967,Chile,2021-06-03,Sinovac,15278405
968,Chile,2021-06-04,CanSino,107817
969,Chile,2021-06-04,Oxford/AstraZeneca,363003
970,Chile,2021-06-04,Pfizer/BioNTech,3680207
971,Chile,2021-06-04,Sinovac,15363221
972,Chile,2021-06-05,CanSino,117729
973,Chile,2021-06-05,Oxford/AstraZeneca,363313
974,Chile,2021-06-05,Pfizer/BioNTech,3685324
975,Chile,2021-06-05,Sinovac,15385621
976,Chile,2021-06-06,CanSino,119520
977,Chile,2021-06-06,Oxford/AstraZeneca,363343
978,Chile,2021-06-06,Pfizer/BioNTech,3685917
979,Chile,2021-06-06,Sinovac,15388216
980,Chile,2021-06-07,CanSino,146999
981,Chile,2021-06-07,Oxford/AstraZeneca,365299
982,Chile,2021-06-07,Pfizer/BioNTech,3697670
983,Chile,2021-06-07,Sinovac,15528567
984,Chile,2021-06-08,CanSino,167090
985,Chile,2021-06-08,Oxford/AstraZeneca,366985
986,Chile,2021-06-08,Pfizer/BioNTech,3711333
987,Chile,2021-06-08,Sinovac,15678021
988,Chile,2021-06-09,CanSino,183823
989,Chile,2021-06-09,Oxford/AstraZeneca,368956
990,Chile,2021-06-09,Pfizer/BioNTech,3723638
991,Chile,2021-06-09,Sinovac,15840788
992,Chile,2021-06-10,CanSino,196989
993,Chile,2021-06-10,Oxford/AstraZeneca,370245
994,Chile,2021-06-10,Pfizer/BioNTech,3737622
995,Chile,2021-06-10,Sinovac,16015568
996,Chile,2021-06-11,CanSino,201035
997,Chile,2021-06-11,Oxford/AstraZeneca,371481
998,Chile,2021-06-11,Pfizer/BioNTech,3754528
999,Chile,2021-06-11,Sinovac,16172475
1000,Chile,2021-06-12,CanSino,201428
1001,Chile,2021-06-12,Oxford/AstraZeneca,371809
1002,Chile,2021-06-12,Pfizer/BioNTech,3757344
1003,Chile,2021-06-12,Sinovac,16201462
1004,Chile,2021-06-13,CanSino,201478
1005,Chile,2021-06-13,Oxford/AstraZeneca,371824
1006,Chile,2021-06-13,Pfizer/BioNTech,3757889
1007,Chile,2021-06-13,Sinovac,16202925
1008,Chile,2021-06-14,CanSino,205660
1009,Chile,2021-06-14,Oxford/AstraZeneca,372997
1010,Chile,2021-06-14,Pfizer/BioNTech,3789972
1011,Chile,2021-06-14,Sinovac,16387303
1012,Chile,2021-06-15,CanSino,209341
1013,Chile,2021-06-15,Oxford/AstraZeneca,373816
1014,Chile,2021-06-15,Pfizer/BioNTech,3843239
1015,Chile,2021-06-15,Sinovac,16540448
1016,Chile,2021-06-16,CanSino,213295
1017,Chile,2021-06-16,Oxford/AstraZeneca,374684
1018,Chile,2021-06-16,Pfizer/BioNTech,3914949
1019,Chile,2021-06-16,Sinovac,16690944
1020,Chile,2021-06-17,CanSino,216338
1021,Chile,2021-06-17,Oxford/AstraZeneca,375465
1022,Chile,2021-06-17,Pfizer/BioNTech,3981747
1023,Chile,2021-06-17,Sinovac,16804447
1024,Chile,2021-06-18,CanSino,218716
1025,Chile,2021-06-18,Oxford/AstraZeneca,376312
1026,Chile,2021-06-18,Pfizer/BioNTech,4019362
1027,Chile,2021-06-18,Sinovac,16870944
1028,Chile,2021-06-19,CanSino,218994
1029,Chile,2021-06-19,Oxford/AstraZeneca,376456
1030,Chile,2021-06-19,Pfizer/BioNTech,4030884
