,country,date,vaccine,total_vaccinations
7881,Germany,2021-09-08,Pfizer/BioNTech,78740262
7882,Germany,2021-09-09,Johnson&Johnson,2978970
7883,Germany,2021-09-09,Moderna,9505360
7884,Germany,2021-09-09,Oxford/AstraZeneca,12692288
7885,Germany,2021-09-09,Pfizer/BioNTech,78970665
7886,Germany,2021-09-10,Johnson&Johnson,2994448
7887,Germany,2021-09-10,Moderna,9517850
7888,Germany,2021-09-10,Oxford/AstraZeneca,12693593
7889,Germany,2021-09-10,Pfizer/BioNTech,79169610
7890,Germany,2021-09-11,Johnson&Johnson,3005387
7891,Germany,2021-09-11,Moderna,9526672
7892,Germany,2021-09-11,Oxford/AstraZeneca,12693767
7893,Germany,2021-09-11,Pfizer/BioNTech,79260315
7894,Germany,2021-09-12,Johnson&Johnson,3010700
7895,Germany,2021-09-12,Moderna,9531816
7896,Germany,2021-09-12,Oxford/AstraZeneca,12693845
7897,Germany,2021-09-12,Pfizer/BioNTech,79314628
7898,Germany,2021-09-13,Johnson&Johnson,3022470
7899,Germany,2021-09-13,Moderna,9541972
7900,Germany,2021-09-13,Oxford/AstraZeneca,12694812
7901,Germany,2021-09-13,Pfizer/BioNTech,79459057
7902,Germany,2021-09-14,Johnson&Johnson,3035108
7903,Germany,2021-09-14,Moderna,9550317
7904,Germany,2021-09-14,Oxford/AstraZeneca,12696681
7905,Germany,2021-09-14,Pfizer/BioNTech,79673662
7906,Germany,2021-09-15,Johnson&Johnson,3049561
7907,Germany,2021-09-15,Moderna,9561680
7908,Germany,2021-09-15,Oxford/AstraZeneca,12697930
7909,Germany,2021-09-15,Pfizer/BioNTech,79931301
7910,Germany,2021-09-16,Johnson&Johnson,3064641
7911,Germany,2021-09-16,Moderna,9571621
7912,Germany,2021-09-16,Oxford/AstraZeneca,12699488
7913,Germany,2021-09-16,Pfizer/BioNTech,80181424
7914,Germany,2021-09-17,Johnson&Johnson,3080840
7915,Germany,2021-09-17,Moderna,9582621
7916,Germany,2021-09-17,Oxford/AstraZeneca,12700393
7917,Germany,2021-09-17,Pfizer/BioNTech,80402871
7918,Germany,2021-09-18,Johnson&Johnson,3091065
7919,Germany,2021-09-18,Moderna,9590245
7920,Germany,2021-09-18,Oxford/AstraZeneca,12700632
7921,Germany,2021-09-18,Pfizer/BioNTech,80497871
7922,Germany,2021-09-19,Johnson&Johnson,3095918
7923,Germany,2021-09-19,Moderna,9596080
7924,Germany,2021-09-19,Oxford/AstraZeneca,12700848
7925,Germany,2021-09-19,Pfizer/BioNTech,80556735
7926,Germany,2021-09-20,Johnson&Johnson,3105159
7927,Germany,2021-09-20,Moderna,9603935
7928,Germany,2021-09-20,Oxford/AstraZeneca,12701792
7929,Germany,2021-09-20,Pfizer/BioNTech,80697199
7930,Germany,2021-09-21,Johnson&Johnson,3115195
7931,Germany,2021-09-21,Moderna,9611834
7932,Germany,2021-09-21,Oxford/AstraZeneca,12702832
7933,Germany,2021-09-21,Pfizer/BioNTech,80912492
7934,Germany,2021-09-22,Johnson&Johnson,3126725
7935,Germany,2021-09-22,Moderna,9621788
7936,Germany,2021-09-22,Oxford/AstraZeneca,12703698
7937,Germany,2021-09-22,Pfizer/BioNTech,81165919
7938,Germany,2021-09-23,Johnson&Johnson,3139123
7939,Germany,2021-09-23,Moderna,9630178
7940,Germany,2021-09-23,Oxford/AstraZeneca,12704447
7941,Germany,2021-09-23,Pfizer/BioNTech,81413340
7942,Germany,2021-09-24,Johnson&Johnson,3152530
7943,Germany,2021-09-24,Moderna,9639785
7944,Germany,2021-09-24,Oxford/AstraZeneca,12705519
7945,Germany,2021-09-24,Pfizer/BioNTech,81630625
7946,Germany,2021-09-25,Johnson&Johnson,3160978
7947,Germany,2021-09-25,Moderna,9646074
7948,Germany,2021-09-25,Oxford/AstraZeneca,12705604
7949,Germany,2021-09-25,Pfizer/BioNTech,81716296
7950,Germany,2021-09-26,Johnson&Johnson,3165163
7951,Germany,2021-09-26,Moderna,9649911
7952,Germany,2021-09-26,Oxford/AstraZeneca,12705637
7953,Germany,2021-09-26,Pfizer/BioNTech,81764966
7954,Germany,2021-09-27,Johnson&Johnson,3173380
7955,Germany,2021-09-27,Moderna,9656178
7956,Germany,2021-09-27,Oxford/AstraZeneca,12706618
7957,Germany,2021-09-27,Pfizer/BioNTech,81901566
7958,Germany,2021-09-28,Johnson&Johnson,3183009
7959,Germany,2021-09-28,Moderna,9661924
7960,Germany,2021-09-28,Oxford/AstraZeneca,12707384
7961,Germany,2021-09-28,Pfizer/BioNTech,82109371
7962,Germany,2021-09-29,Johnson&Johnson,3192879
7963,Germany,2021-09-29,Moderna,9667606
7964,Germany,2021-09-29,Oxford/AstraZeneca,12708738
7965,Germany,2021-09-29,Pfizer/BioNTech,82344633
7966,Germany,2021-09-30,Johnson&Johnson,3202782
7967,Germany,2021-09-30,Moderna,9673457
7968,Germany,2021-09-30,Oxford/AstraZeneca,12709998
7969,Germany,2021-09-30,Pfizer/BioNTech,82572356
7970,Germany,2021-10-01,Johnson&Johnson,3208775
7971,Germany,2021-10-01,Moderna,9676421
7972,Germany,2021-10-01,Oxford/AstraZeneca,12710233
7973,Germany,2021-10-01,Pfizer/BioNTech,82690899
7974,Germany,2021-10-02,Johnson&Johnson,3211961
7975,Germany,2021-10-02,Moderna,9678367
7976,Germany,2021-10-02,Oxford/AstraZeneca,12710302
7977,Germany,2021-10-02,Pfizer/BioNTech,82717951
7978,Germany,2021-10-03,Johnson&Johnson,3213017
7979,Germany,2021-10-03,Moderna,9679512
7980,Germany,2021-10-03,Oxford/AstraZeneca,12710335
7981,Germany,2021-10-03,Pfizer/BioNTech,82729609
7982,Germany,2021-10-04,Johnson&Johnson,3217928
7983,Germany,2021-10-04,Moderna,9683003
7984,Germany,2021-10-04,Oxford/AstraZeneca,12711067
7985,Germany,2021-10-04,Pfizer/BioNTech,82816179
7986,Germany,2021-10-05,Johnson&Johnson,3223412
7987,Germany,2021-10-05,Moderna,9686508
7988,Germany,2021-10-05,Oxford/AstraZeneca,12711915
7989,Germany,2021-10-05,Pfizer/BioNTech,82988970
7990,Germany,2021-10-06,Johnson&Johnson,3229432
7991,Germany,2021-10-06,Moderna,9690550
7992,Germany,2021-10-06,Oxford/AstraZeneca,12712282
7993,Germany,2021-10-06,Pfizer/BioNTech,83183108
7994,Germany,2021-10-07,Johnson&Johnson,3236350
7995,Germany,2021-10-07,Moderna,9694891
7996,Germany,2021-10-07,Oxford/AstraZeneca,12712532
7997,Germany,2021-10-07,Pfizer/BioNTech,83383454
7998,Germany,2021-10-08,Johnson&Johnson,3243091
7999,Germany,2021-10-08,Moderna,9699188
8000,Germany,2021-10-08,Oxford/AstraZeneca,12713989
8001,Germany,2021-10-08,Pfizer/BioNTech,83553829
8002,Germany,2021-10-09,Johnson&Johnson,3246350
8003,Germany,2021-10-09,Moderna,9701617
8004,Germany,2021-10-09,Oxford/AstraZeneca,12714016
8005,Germany,2021-10-09,Pfizer/BioNTech,83589316
8006,Germany,2021-10-10,Johnson&Johnson,3247745
8007,Germany,2021-10-10,Moderna,9702559
8008,Germany,2021-10-10,Oxford/AstraZeneca,12714029
8009,Germany,2021-10-10,Pfizer/BioNTech,83604291
8010,Germany,2021-10-11,Johnson&Johnson,3251589
8011,Germany,2021-10-11,Moderna,9706003
8012,Germany,2021-10-11,Oxford/AstraZeneca,12714508
8013,Germany,2021-10-11,Pfizer/BioNTech,83692527
8014,Germany,2021-10-12,Johnson&Johnson,3256392
8015,Germany,2021-10-12,Moderna,9711090
8016,Germany,2021-10-12,Oxford/AstraZeneca,12715291
8017,Germany,2021-10-12,Pfizer/BioNTech,83861515
8018,Germany,2021-10-13,Johnson&Johnson,3261360
8019,Germany,2021-10-13,Moderna,9716437
8020,Germany,2021-10-13,Oxford/AstraZeneca,12715536
8021,Germany,2021-10-13,Pfizer/BioNTech,84057372
8022,Germany,2021-10-14,Johnson&Johnson,3266537
8023,Germany,2021-10-14,Moderna,9721756
8024,Germany,2021-10-14,Oxford/AstraZeneca,12715757
8025,Germany,2021-10-14,Pfizer/BioNTech,84255144
8026,Germany,2021-10-15,Johnson&Johnson,3271805
8027,Germany,2021-10-15,Moderna,9727186
8028,Germany,2021-10-15,Oxford/AstraZeneca,12716135
8029,Germany,2021-10-15,Pfizer/BioNTech,84415679
8030,Germany,2021-10-16,Johnson&Johnson,3274470
8031,Germany,2021-10-16,Moderna,9729793
8032,Germany,2021-10-16,Oxford/AstraZeneca,12716173
8033,Germany,2021-10-16,Pfizer/BioNTech,84452243
8034,Germany,2021-10-17,Johnson&Johnson,3275498
8035,Germany,2021-10-17,Moderna,9732009
8036,Germany,2021-10-17,Oxford/AstraZeneca,12716204
8037,Germany,2021-10-17,Pfizer/BioNTech,84465779
8038,Germany,2021-10-18,Johnson&Johnson,3278487
8039,Germany,2021-10-18,Moderna,9735714
8040,Germany,2021-10-18,Oxford/AstraZeneca,12716321
8041,Germany,2021-10-18,Pfizer/BioNTech,84551730
8042,Germany,2021-10-19,Johnson&Johnson,3282490
8043,Germany,2021-10-19,Moderna,9740730
8044,Germany,2021-10-19,Oxford/AstraZeneca,12716536
8045,Germany,2021-10-19,Pfizer/BioNTech,84720555
8046,Germany,2021-10-20,Johnson&Johnson,3286635
8047,Germany,2021-10-20,Moderna,9745578
8048,Germany,2021-10-20,Oxford/AstraZeneca,12716693
8049,Germany,2021-10-20,Pfizer/BioNTech,84916321
8050,Germany,2021-10-21,Johnson&Johnson,3290813
8051,Germany,2021-10-21,Moderna,9750131
8052,Germany,2021-10-21,Oxford/AstraZeneca,12716896
8053,Germany,2021-10-21,Pfizer/BioNTech,85114128
8054,Germany,2021-10-22,Johnson&Johnson,3295088
8055,Germany,2021-10-22,Moderna,9755269
8056,Germany,2021-10-22,Oxford/AstraZeneca,12717157
8057,Germany,2021-10-22,Pfizer/BioNTech,85265174
8058,Germany,2021-10-23,Johnson&Johnson,3297314
8059,Germany,2021-10-23,Moderna,9758310
8060,Germany,2021-10-23,Oxford/AstraZeneca,12717220
8061,Germany,2021-10-23,Pfizer/BioNTech,85304272
8062,Germany,2021-10-24,Johnson&Johnson,3298155
8063,Germany,2021-10-24,Moderna,9759052
8064,Germany,2021-10-24,Oxford/AstraZeneca,12717227
8065,Germany,2021-10-24,Pfizer/BioNTech,85317491
8066,Germany,2021-10-25,Johnson&Johnson,3301077
8067,Germany,2021-10-25,Moderna,9762779
8068,Germany,2021-10-25,Oxford/AstraZeneca,12717936
8069,Germany,2021-10-25,Pfizer/BioNTech,85418494
8070,Germany,2021-10-26,Johnson&Johnson,3304808
8071,Germany,2021-10-26,Moderna,9767900
8072,Germany,2021-10-26,Oxford/AstraZeneca,12718411
8073,Germany,2021-10-26,Pfizer/BioNTech,85618762
8074,Germany,2021-10-27,Johnson&Johnson,3308154
8075,Germany,2021-10-27,Moderna,9774562
8076,Germany,2021-10-27,Oxford/AstraZeneca,12718551
8077,Germany,2021-10-27,Pfizer/BioNTech,85851675
8078,Germany,2021-10-28,Johnson&Johnson,3311899
8079,Germany,2021-10-28,Moderna,9780847
8080,Germany,2021-10-28,Oxford/AstraZeneca,12719818
8081,Germany,2021-10-28,Pfizer/BioNTech,86089379
8082,Germany,2021-10-29,Johnson&Johnson,3315720
8083,Germany,2021-10-29,Moderna,9787983
8084,Germany,2021-10-29,Oxford/AstraZeneca,12720501
8085,Germany,2021-10-29,Pfizer/BioNTech,86284835
8086,Germany,2021-10-30,Johnson&Johnson,3317906
8087,Germany,2021-10-30,Moderna,9791578
8088,Germany,2021-10-30,Oxford/AstraZeneca,12720663
8089,Germany,2021-10-30,Pfizer/BioNTech,86332206
8090,Germany,2021-10-31,Johnson&Johnson,3318581
8091,Germany,2021-10-31,Moderna,9792481
8092,Germany,2021-10-31,Oxford/AstraZeneca,12720667
8093,Germany,2021-10-31,Pfizer/BioNTech,86347064
8094,Germany,2021-11-01,Johnson&Johnson,3320088
8095,Germany,2021-11-01,Moderna,9796012
8096,Germany,2021-11-01,Oxford/AstraZeneca,12720895
8097,Germany,2021-11-01,Pfizer/BioNTech,86406711
8098,Germany,2021-11-02,Johnson&Johnson,3322462
8099,Germany,2021-11-02,Moderna,9802695
8100,Germany,2021-11-02,Oxford/AstraZeneca,12721454
8101,Germany,2021-11-02,Pfizer/BioNTech,86611565
8102,Germany,2021-11-03,Johnson&Johnson,3326548
8103,Germany,2021-11-03,Moderna,9811077
8104,Germany,2021-11-03,Oxford/AstraZeneca,12723692
8105,Germany,2021-11-03,Pfizer/BioNTech,86888650
8106,Germany,2021-11-04,Johnson&Johnson,3330140
8107,Germany,2021-11-04,Moderna,9819338
8108,Germany,2021-11-04,Oxford/AstraZeneca,12723971
8109,Germany,2021-11-04,Pfizer/BioNTech,87177491
8110,Germany,2021-11-05,Johnson&Johnson,3334205
8111,Germany,2021-11-05,Moderna,9828518
8112,Germany,2021-11-05,Oxford/AstraZeneca,12724101
8113,Germany,2021-11-05,Pfizer/BioNTech,87421950
8114,Germany,2021-11-06,Johnson&Johnson,3337029
8115,Germany,2021-11-06,Moderna,9834099
8116,Germany,2021-11-06,Oxford/AstraZeneca,12724131
8117,Germany,2021-11-06,Pfizer/BioNTech,87485614
8118,Germany,2021-11-07,Johnson&Johnson,3338237
8119,Germany,2021-11-07,Moderna,9836295
8120,Germany,2021-11-07,Oxford/AstraZeneca,12724144
8121,Germany,2021-11-07,Pfizer/BioNTech,87514742
8122,Germany,2021-11-08,Johnson&Johnson,3341349
8123,Germany,2021-11-08,Moderna,9843488
8124,Germany,2021-11-08,Oxford/AstraZeneca,12724669
8125,Germany,2021-11-08,Pfizer/BioNTech,87677925
8126,Germany,2021-11-09,Johnson&Johnson,3346014
8127,Germany,2021-11-09,Moderna,9853590
8128,Germany,2021-11-09,Oxford/AstraZeneca,12725708
8129,Germany,2021-11-09,Pfizer/BioNTech,88001488
8130,Germany,2021-11-10,Johnson&Johnson,3350518
8131,Germany,2021-11-10,Moderna,9864660
8132,Germany,2021-11-10,Oxford/AstraZeneca,12726102
8133,Germany,2021-11-10,Pfizer/BioNTech,88384737
8134,Germany,2021-11-11,Johnson&Johnson,3355001
8135,Germany,2021-11-11,Moderna,9876988
8136,Germany,2021-11-11,Oxford/AstraZeneca,12726773
8137,Germany,2021-11-11,Pfizer/BioNTech,88780048
8138,Germany,2021-11-12,Johnson&Johnson,3359766
8139,Germany,2021-11-12,Moderna,9888274
8140,Germany,2021-11-12,Oxford/AstraZeneca,12727071
8141,Germany,2021-11-12,Pfizer/BioNTech,89095501
8142,Germany,2021-11-13,Johnson&Johnson,3362760
8143,Germany,2021-11-13,Moderna,9893997
8144,Germany,2021-11-13,Oxford/AstraZeneca,12727093
8145,Germany,2021-11-13,Pfizer/BioNTech,89191464
8146,Germany,2021-11-14,Johnson&Johnson,3363673
8147,Germany,2021-11-14,Moderna,9896629
8148,Germany,2021-11-14,Oxford/AstraZeneca,12727164
8149,Germany,2021-11-14,Pfizer/BioNTech,89236913
8150,Germany,2021-11-15,Johnson&Johnson,3367111
8151,Germany,2021-11-15,Moderna,9906616
8152,Germany,2021-11-15,Oxford/AstraZeneca,12727768
8153,Germany,2021-11-15,Pfizer/BioNTech,89469405
8154,Germany,2021-11-16,Johnson&Johnson,3371352
8155,Germany,2021-11-16,Moderna,9919348
8156,Germany,2021-11-16,Oxford/AstraZeneca,12728228
8157,Germany,2021-11-16,Pfizer/BioNTech,89926096
8158,Germany,2021-11-17,Johnson&Johnson,3375917
8159,Germany,2021-11-17,Moderna,9935827
8160,Germany,2021-11-17,Oxford/AstraZeneca,12728305
8161,Germany,2021-11-17,Pfizer/BioNTech,90458643
8162,Germany,2021-11-18,Johnson&Johnson,3381036
8163,Germany,2021-11-18,Moderna,9954106
8164,Germany,2021-11-18,Oxford/AstraZeneca,12728755
8165,Germany,2021-11-18,Pfizer/BioNTech,91019102
8166,Germany,2021-11-19,Johnson&Johnson,3387897
8167,Germany,2021-11-19,Moderna,9974432
8168,Germany,2021-11-19,Oxford/AstraZeneca,12729544
8169,Germany,2021-11-19,Pfizer/BioNTech,91535410
8170,Germany,2021-11-20,Johnson&Johnson,3394417
8171,Germany,2021-11-20,Moderna,9987752
8172,Germany,2021-11-20,Oxford/AstraZeneca,12729657
8173,Germany,2021-11-20,Pfizer/BioNTech,91735861
8174,Germany,2021-11-21,Johnson&Johnson,3396547
8175,Germany,2021-11-21,Moderna,9996522
8176,Germany,2021-11-21,Oxford/AstraZeneca,12730048
8177,Germany,2021-11-21,Pfizer/BioNTech,91819393
8178,Germany,2021-11-22,Johnson&Johnson,3403088
8179,Germany,2021-11-22,Moderna,10019923
8180,Germany,2021-11-22,Oxford/AstraZeneca,12730459
8181,Germany,2021-11-22,Pfizer/BioNTech,92207448
8182,Germany,2021-11-23,Johnson&Johnson,3413056
8183,Germany,2021-11-23,Moderna,10055955
8184,Germany,2021-11-23,Oxford/AstraZeneca,12730620
8185,Germany,2021-11-23,Pfizer/BioNTech,92877961
8186,Germany,2021-11-24,Johnson&Johnson,3425152
8187,Germany,2021-11-24,Moderna,10106827
8188,Germany,2021-11-24,Oxford/AstraZeneca,12730749
8189,Germany,2021-11-24,Pfizer/BioNTech,93713527
8190,Germany,2021-11-25,Johnson&Johnson,3437024
8191,Germany,2021-11-25,Moderna,10161532
8192,Germany,2021-11-25,Oxford/AstraZeneca,12731366
8193,Germany,2021-11-25,Pfizer/BioNTech,94532894
8194,Germany,2021-11-26,Johnson&Johnson,3449050
8195,Germany,2021-11-26,Moderna,10226765
8196,Germany,2021-11-26,Oxford/AstraZeneca,12731761
8197,Germany,2021-11-26,Pfizer/BioNTech,95298285
8198,Germany,2021-11-27,Johnson&Johnson,3460912
8199,Germany,2021-11-27,Moderna,10300281
8200,Germany,2021-11-27,Oxford/AstraZeneca,12731821
8201,Germany,2021-11-27,Pfizer/BioNTech,95788322
8202,Germany,2021-11-28,Johnson&Johnson,3464940
8203,Germany,2021-11-28,Moderna,10341656
8204,Germany,2021-11-28,Oxford/AstraZeneca,12732247
8205,Germany,2021-11-28,Pfizer/BioNTech,95948427
8206,Germany,2021-11-29,Johnson&Johnson,3472957
8207,Germany,2021-11-29,Moderna,10446581
8208,Germany,2021-11-29,Oxford/AstraZeneca,12732981
8209,Germany,2021-11-29,Pfizer/BioNTech,96467502
8210,Germany,2021-11-30,Johnson&Johnson,3481667
8211,Germany,2021-11-30,Moderna,10684006
8212,Germany,2021-11-30,Oxford/AstraZeneca,12733520
8213,Germany,2021-11-30,Pfizer/BioNTech,97144127
8214,Germany,2021-12-01,Johnson&Johnson,3489939
8215,Germany,2021-12-01,Moderna,11050468
8216,Germany,2021-12-01,Oxford/AstraZeneca,12733735
8217,Germany,2021-12-01,Pfizer/BioNTech,97895626
8218,Germany,2021-12-02,Johnson&Johnson,3498012
8219,Germany,2021-12-02,Moderna,11434271
8220,Germany,2021-12-02,Oxford/AstraZeneca,12734296
8221,Germany,2021-12-02,Pfizer/BioNTech,98608398
8222,Germany,2021-12-03,Johnson&Johnson,3505304
8223,Germany,2021-12-03,Moderna,11818375
8224,Germany,2021-12-03,Oxford/AstraZeneca,12734403
8225,Germany,2021-12-03,Pfizer/BioNTech,99290698
8226,Germany,2021-12-04,Johnson&Johnson,3512495
8227,Germany,2021-12-04,Moderna,12226175
8228,Germany,2021-12-04,Oxford/AstraZeneca,12734686
8229,Germany,2021-12-04,Pfizer/BioNTech,99707348
8230,Germany,2021-12-05,Johnson&Johnson,3514347
8231,Germany,2021-12-05,Moderna,12376838
8232,Germany,2021-12-05,Oxford/AstraZeneca,12734701
8233,Germany,2021-12-05,Pfizer/BioNTech,99834377
8234,Germany,2021-12-06,Johnson&Johnson,3520422
8235,Germany,2021-12-06,Moderna,12723888
8236,Germany,2021-12-06,Oxford/AstraZeneca,12734990
8237,Germany,2021-12-06,Pfizer/BioNTech,100235293
8238,Germany,2021-12-07,Johnson&Johnson,3525969
8239,Germany,2021-12-07,Moderna,13224795
8240,Germany,2021-12-07,Oxford/AstraZeneca,12735755
8241,Germany,2021-12-07,Pfizer/BioNTech,100823037
8242,Germany,2021-12-08,Johnson&Johnson,3531588
8243,Germany,2021-12-08,Moderna,13838848
8244,Germany,2021-12-08,Oxford/AstraZeneca,12736182
8245,Germany,2021-12-08,Pfizer/BioNTech,101493583
8246,Germany,2021-12-09,Johnson&Johnson,3536744
8247,Germany,2021-12-09,Moderna,14431550
8248,Germany,2021-12-09,Oxford/AstraZeneca,12736643
8249,Germany,2021-12-09,Pfizer/BioNTech,102148842
8250,Germany,2021-12-10,Johnson&Johnson,3542346
8251,Germany,2021-12-10,Moderna,15029099
8252,Germany,2021-12-10,Oxford/AstraZeneca,12737174
8253,Germany,2021-12-10,Pfizer/BioNTech,102774854
8254,Germany,2021-12-11,Johnson&Johnson,3546385
8255,Germany,2021-12-11,Moderna,15602827
8256,Germany,2021-12-11,Oxford/AstraZeneca,12737590
8257,Germany,2021-12-11,Pfizer/BioNTech,103190326
8258,Germany,2021-12-12,Johnson&Johnson,3547572
8259,Germany,2021-12-12,Moderna,15798202
8260,Germany,2021-12-12,Oxford/AstraZeneca,12737606
8261,Germany,2021-12-12,Pfizer/BioNTech,103313874
8262,Germany,2021-12-13,Johnson&Johnson,3551066
8263,Germany,2021-12-13,Moderna,16221273
8264,Germany,2021-12-13,Oxford/AstraZeneca,12738024
8265,Germany,2021-12-13,Pfizer/BioNTech,103698540
8266,Germany,2021-12-14,Johnson&Johnson,3554619
8267,Germany,2021-12-14,Moderna,16754168
8268,Germany,2021-12-14,Oxford/AstraZeneca,12738506
8269,Germany,2021-12-14,Pfizer/BioNTech,104306049
8270,Germany,2021-12-15,Johnson&Johnson,3558437
8271,Germany,2021-12-15,Moderna,17486630
8272,Germany,2021-12-15,Oxford/AstraZeneca,12739315
8273,Germany,2021-12-15,Pfizer/BioNTech,105210342
8274,Germany,2021-12-16,Johnson&Johnson,3562289
8275,Germany,2021-12-16,Moderna,18102785
8276,Germany,2021-12-16,Oxford/AstraZeneca,12739990
8277,Germany,2021-12-16,Pfizer/BioNTech,105988917
8278,Germany,2021-12-17,Johnson&Johnson,3565734
8279,Germany,2021-12-17,Moderna,18670209
8280,Germany,2021-12-17,Oxford/AstraZeneca,12740458
8281,Germany,2021-12-17,Pfizer/BioNTech,106712338
8282,Germany,2021-12-18,Johnson&Johnson,3567506
8283,Germany,2021-12-18,Moderna,19150521
8284,Germany,2021-12-18,Oxford/AstraZeneca,12740768
8285,Germany,2021-12-18,Pfizer/BioNTech,107192211
8286,Germany,2021-12-19,Johnson&Johnson,3568252
8287,Germany,2021-12-19,Moderna,19347494
8288,Germany,2021-12-19,Oxford/AstraZeneca,12741277
8289,Germany,2021-12-19,Pfizer/BioNTech,107374285
8290,Germany,2021-12-20,Johnson&Johnson,3570164
8291,Germany,2021-12-20,Moderna,19797469
8292,Germany,2021-12-20,Oxford/AstraZeneca,12741336
8293,Germany,2021-12-20,Pfizer/BioNTech,107904128
8294,Germany,2021-12-21,Johnson&Johnson,3572781
8295,Germany,2021-12-21,Moderna,20320854
8296,Germany,2021-12-21,Oxford/AstraZeneca,12741889
8297,Germany,2021-12-21,Pfizer/BioNTech,108586325
8298,Germany,2021-12-22,Johnson&Johnson,3574631
8299,Germany,2021-12-22,Moderna,20837033
8300,Germany,2021-12-22,Oxford/AstraZeneca,12742149
8301,Germany,2021-12-22,Pfizer/BioNTech,109257571
8302,Germany,2021-12-23,Johnson&Johnson,3576104
8303,Germany,2021-12-23,Moderna,21187297
8304,Germany,2021-12-23,Oxford/AstraZeneca,12743079
8305,Germany,2021-12-23,Pfizer/BioNTech,109710950
8306,Germany,2021-12-24,Johnson&Johnson,3576944
8307,Germany,2021-12-24,Moderna,21222130
8308,Germany,2021-12-24,Oxford/AstraZeneca,12743106
8309,Germany,2021-12-24,Pfizer/BioNTech,109753725
8310,Germany,2021-12-25,Johnson&Johnson,3577031
8311,Germany,2021-12-25,Moderna,21239623
8312,Germany,2021-12-25,Oxford/AstraZeneca,12743212
8313,Germany,2021-12-25,Pfizer/BioNTech,109772004
8314,Germany,2021-12-26,Johnson&Johnson,3577121
8315,Germany,2021-12-26,Moderna,21273663
8316,Germany,2021-12-26,Oxford/AstraZeneca,12743213
8317,Germany,2021-12-26,Pfizer/BioNTech,109808105
8318,Germany,2021-12-27,Johnson&Johnson,3578204
8319,Germany,2021-12-27,Moderna,21565071
8320,Germany,2021-12-27,Oxford/AstraZeneca,12743841
8321,Germany,2021-12-27,Pfizer/BioNTech,110105810
8322,Germany,2021-12-28,Johnson&Johnson,3579629
8323,Germany,2021-12-28,Moderna,21904531
8324,Germany,2021-12-28,Oxford/AstraZeneca,12744186
8325,Germany,2021-12-28,Pfizer/BioNTech,110476163
8326,Germany,2021-12-29,Johnson&Johnson,3580592
8327,Germany,2021-12-29,Moderna,22239567
8328,Germany,2021-12-29,Oxford/AstraZeneca,12744564
8329,Germany,2021-12-29,Pfizer/BioNTech,110850431
8330,Germany,2021-12-30,Johnson&Johnson,3581803
8331,Germany,2021-12-30,Moderna,22504561
8332,Germany,2021-12-30,Oxford/AstraZeneca,12744659
8333,Germany,2021-12-30,Pfizer/BioNTech,111139422
8334,Germany,2021-12-31,Johnson&Johnson,3582691
8335,Germany,2021-12-31,Moderna,22559279
8336,Germany,2021-12-31,Oxford/AstraZeneca,12744826
8337,Germany,2021-12-31,Pfizer/BioNTech,111208109
8338,Germany,2022-01-01,Johnson&Johnson,3582720
8339,Germany,2022-01-01,Moderna,22574456
8340,Germany,2022-01-01,Oxford/AstraZeneca,12744881
8341,Germany,2022-01-01,Pfizer/BioNTech,111221242
8342,Germany,2022-01-02,Johnson&Johnson,3582861
8343,Germany,2022-01-02,Moderna,22645971
8344,Germany,2022-01-02,Oxford/AstraZeneca,12744887
8345,Germany,2022-01-02,Pfizer/BioNTech,111302608
8346,Germany,2022-01-03,Johnson&Johnson,3583557
8347,Germany,2022-01-03,Moderna,22871657
8348,Germany,2022-01-03,Oxford/AstraZeneca,12744921
8349,Germany,2022-01-03,Pfizer/BioNTech,111549028
8350,Germany,2022-01-04,Johnson&Johnson,3584658
8351,Germany,2022-01-04,Moderna,23179148
8352,Germany,2022-01-04,Oxford/AstraZeneca,12745569
8353,Germany,2022-01-04,Pfizer/BioNTech,111930679
8354,Germany,2022-01-05,Johnson&Johnson,3585548
8355,Germany,2022-01-05,Moderna,23531109
8356,Germany,2022-01-05,Oxford/AstraZeneca,12745808
8357,Germany,2022-01-05,Pfizer/BioNTech,112385009
8358,Germany,2022-01-06,Johnson&Johnson,3586384
8359,Germany,2022-01-06,Moderna,23818748
8360,Germany,2022-01-06,Oxford/AstraZeneca,12746383
8361,Germany,2022-01-06,Pfizer/BioNTech,112769034
8362,Germany,2022-01-07,Johnson&Johnson,3588296
8363,Germany,2022-01-07,Moderna,24131032
8364,Germany,2022-01-07,Oxford/AstraZeneca,12746483
8365,Germany,2022-01-07,Pfizer/BioNTech,113207544
8366,Germany,2022-01-08,Johnson&Johnson,3589154
8367,Germany,2022-01-08,Moderna,24345507
8368,Germany,2022-01-08,Oxford/AstraZeneca,12746591
8369,Germany,2022-01-08,Pfizer/BioNTech,113501942
8370,Germany,2022-01-09,Johnson&Johnson,3589401
8371,Germany,2022-01-09,Moderna,24413745
8372,Germany,2022-01-09,Oxford/AstraZeneca,12746887
8373,Germany,2022-01-09,Pfizer/BioNTech,113613946
8374,Germany,2022-01-10,Johnson&Johnson,3590434
8375,Germany,2022-01-10,Moderna,24649986
8376,Germany,2022-01-10,Oxford/AstraZeneca,12746899
8377,Germany,2022-01-10,Pfizer/BioNTech,113924939
8378,Germany,2022-01-11,Johnson&Johnson,3592189
8379,Germany,2022-01-11,Moderna,24974137
